campaignTitle,description,url,mainCategory,category,location,countryState,city,continent,valuta,creator,backed,comments,created,numSuccessfulCampaigns,numLiveCampaigns,pastSuccessRate,facebookFriends,goal,currency,campaignDuration,numCollaborators,totWordCount,mainVideo,numAdditionalVideos,numImages,viewGallery,success
Sabor Amor | Caf’ÛÎ© de las Altas Monta’ÛÎ±as,,https://www.kickstarter.com/projects/1936432702/sabor-amor-cafe-de-las-altas-montanas?ref=ending_soon,Food,Food,"Cordoba, Mexico",Mexico,Cordoba,North America,mxd,Ignacio Garc’ÛÎ_a Blanco,0,2,1,0,0,0.5,0,5380.4,mxd,30,0,233,1,0,0,0,0
Charlie Hirsch New EP,,https://www.kickstarter.com/projects/1937085219/charlie-hirsch-new-ep?ref=ending_soon,Music,Music,"Chicago, IL",Illinois,Chicago,North America,usd,Charlie Hirsch,1,2,1,1,0,0.5,0,7500,usd,39.95833333,0,630,1,0,4,0,1
Pintando un Sue’ÛÎ±o,,https://www.kickstarter.com/projects/1937241145/pintando-un-sueno?ref=ending_soon,Art,Illustration,"Florence, Italy",Italy,Florence,Europe,mxd,Alexa Gargari Rios,0,2,1,1,0,0.5,0,6456.48,mxd,53.20892361,0,278,1,0,5,0,1
20 Miles a Glass,,https://www.kickstarter.com/projects/1937246520/20-miles-a-glass?ref=ending_soon,Film & Video,Documentary,"Santa Monica, San Diego, CA",California,San Diego,North America,usd,Colter Johnson,0,2,1,0,0,0.5,822,20000,usd,30,0,1844,1,0,22,0,0
Quote Crazy: Hitler and Trump Edition,,https://www.kickstarter.com/projects/193750801/crazy-quotes-hitler-and-trump-edition?ref=ending_soon,Games,Playing Cards,"Seattle, WA",Washington,Seattle,North America,usd,"Gerrit Juengling, Kurt Juengling",1,2,1,0,0,0.5,0,5500,usd,30,0,300,1,0,6,0,0
LONDON BLUSION - Album - Genre : New Blues,,https://www.kickstarter.com/projects/1939711785/london-blusion-album-genre-new-blues?ref=ending_soon,Music,Blues,"London, UK",United Kingdom,London,Europe,gbp,Mete Ege,0,2,1,1,0,0.5,2038,3751.8,gbp,30,0,1417,0,1,8,0,1
The Sandra West Diaries - Season 2 - Episodes 1-5,,https://www.kickstarter.com/projects/1939882628/the-sandra-west-diaries-season-2-episodes-1-5?ref=ending_soon,Film & Video,Comedy,"Studio City, Los Angeles, CA",California,Los Angeles,North America,usd,Robert G Griffith aka: Scott Rhodes,10,2,7,6,0,0.833333333,609,4000,usd,29.95833333,0,306,1,0,2,0,1
Sweets Candies and Confections,,https://www.kickstarter.com/projects/1940928505/sweets-candies-and-confections?ref=ending_soon,Food,Small Batch,"Baltimore, MD",Maryland,Baltimore,North America,usd,Jeremy Curcio,9,31,2,1,0,0,89,500,usd,29.95833333,0,525,0,0,0,0,1
COLD TURKEY - trailer for drama and thriller feature film,,https://www.kickstarter.com/projects/1942729548/cold-turkey-trailer-for-drama-and-thriller-feature?ref=ending_soon,Film & Video,Drama,"London, UK",United Kingdom,London,Europe,gbp,David Kessler,0,2,1,0,0,0.5,0,1500.72,gbp,29.95833333,0,241,1,0,0,0,0
Dreamcatcher Comics,,https://www.kickstarter.com/projects/1942869476/dreamcatcher-comics?ref=ending_soon,Comics,Comic Books,"London Borough of Enfield, UK",United Kingdom,London Borough of Enfield,Europe,gbp,Sebastian,1,2,1,0,0,0.5,136,3126.5,gbp,30,0,175,0,0,0,0,0
The Antelope,,https://www.kickstarter.com/projects/1943130585/the-antelope?ref=ending_soon,Publishing,Literary Journals,"Chicago, IL",Illinois,Chicago,North America,usd,Meghan and Elisa,8,2,1,1,0,0.5,0,2500,usd,30,0,1027,1,0,4,0,1
Wooden Tops and Circus TOYS,,https://www.kickstarter.com/projects/1943217851/wooden-tops-and-circus-crafts?ref=ending_soon,Crafts,Woodworking,"Mexico City, Mexico",Mexico,Mexico City,North America,mxd,Richard The Juggler,0,2,1,0,0,0.5,0,1614.12,mxd,30,0,531,1,0,7,0,0
Rocket Threads Apparel,,https://www.kickstarter.com/projects/1943290094/rocket-threads-apparel-0?ref=ending_soon,Art,Art,"Orlando, FL",Florida,Orlando,North America,usd,Katie Costantino,0,67,2,0,0,0,0,2000,usd,44.95833333,0,532,0,0,6,0,0
Art Studio a place to support Art in the Land of Smile,,https://www.kickstarter.com/projects/1944219034/art-studio-3?ref=ending_soon,Art,Public Art,"Phuket, Thailand",Thailand,Phuket,Asia,eur,Gina,0,2,1,0,0,0.5,298,10612.2,eur,44.95833333,0,703,0,0,4,0,0
Dominik Dash & The Race to the Center of the Universe,,https://www.kickstarter.com/projects/1946155957/dominik-dash-and-the-race-to-the-center-of-the-uni?ref=ending_soon,Publishing,Fiction,"Winchester, VA",Virginia,Winchester,North America,usd,KD Hunter,4,2,1,0,0,0.5,0,5500,usd,29.95833333,0,1576,1,0,7,0,0
King Eddy Board & Beer Game,,https://www.kickstarter.com/projects/194815566/king-eddy-board-and-beer-game?ref=ending_soon,Games,Tabletop Games,"Amsterdam, Netherlands",Netherlands,Amsterdam,Europe,eur,King Eddy,0,2,1,1,0,0.5,0,2122.44,eur,59.95833333,0,176,1,0,3,0,1
Devil's Marking,,https://www.kickstarter.com/projects/1948598008/devils-marking?ref=ending_soon,Games,Games,"New York, NY",New York,New York,North America,usd,Sofia Powers,0,2,1,0,0,0.5,635,15000,usd,59.95833333,0,521,1,0,5,0,0
Ruggy: The Scientifically Balanced Hanger,,https://www.kickstarter.com/projects/1949468169/ruggy-first-scientifically-balanced-hanger?ref=ending_soon,Design,Product Design,"Portland, OR",Oregon,Portland,North America,usd,Ruggy LLC,6,194,1,1,0,0.5,0,5000,usd,29.95833333,0,672,1,0,23,1,1
Nesting Dolls - A Feature Film,,https://www.kickstarter.com/projects/1950556050/nesting-dolls-a-feature-film?ref=ending_soon,Film & Video,Thrillers,"Savannah, GA",Georgia,Savannah,Europe,usd,DAS HAUS Productions,0,2,1,1,0,0.5,0,25000,usd,35.41414352,0,505,1,1,19,0,1
DREAD HEAD,,https://www.kickstarter.com/projects/1952124041/dread-head?ref=ending_soon,Comics,Comic Books,"Tuscaloosa, AL",Alabama,Tuscaloosa,North America,usd,Rodney Thomas,38,2,1,1,0,0.5,707,2320,usd,29.95833333,0,569,1,0,19,0,1
"""Escape From Comic Con"" Your 90 minute thrill ride!",,https://www.kickstarter.com/projects/1952172977/escape-from-comic-con-your-90-minute-funny-thrill?ref=ending_soon,Film & Video,Film & Video,"Tulsa, OK",Oklahoma,Tulsa,North America,usd,Billy Hefton,0,2,1,0,0,0.5,0,5000,usd,29.95833333,0,246,0,0,0,0,0
Ingo's War at Brighton Fringe,,https://www.kickstarter.com/projects/1952593065/ingos-war-at-brighton-fringe?ref=ending_soon,Theater,Festivals,"Brighton and Hove City, UK",United Kingdom,Brighton and Hove City,Europe,gbp,Ditto Theatre,0,2,1,1,0,0.5,0,625.3,gbp,59.95833333,0,506,1,0,0,0,1
Heroes and Angels Job Bidding,,https://www.kickstarter.com/projects/1953098124/heroes-and-angels-job-bidding?ref=ending_soon,Technology,Web,"Hammond, LA",Louisiana,Hammond,North America,usd,Corwin DePhillips,0,2,1,0,0,0.5,267,5000,usd,53.62947917,0,325,0,0,0,0,0
Cakes to get smiles,,https://www.kickstarter.com/projects/1953301195/cakes-to-get-smiles?ref=ending_soon,Food,Food,"Mazatl’ÛÎçn, Mexico",Mexico,Mazatl’ÛÎçn,North America,mxd,Adrian Carvajal,0,2,1,0,0,0.5,0,807.06,mxd,24.95833333,0,518,0,0,3,0,0
RESIST: VCU Dance Spring Senior Projects 2017,,https://www.kickstarter.com/projects/1953462717/resist-vcu-dance-spring-senior-projects-2017?ref=ending_soon,Dance,Performances,"Richmond, VA",Virginia,Richmond,North America,usd,RESIST:VCU Dance Senior Projects 2017,0,2,1,1,0,0.5,0,6500,usd,44.95833333,0,304,0,0,0,0,1
ECOPOT,,https://www.kickstarter.com/projects/1953473097/ecopot?ref=ending_soon,Crafts,Crafts,"San Luis Potosi, Mexico",Mexico,San Luis Potosi,North America,mxd,Andrea Alfaro,0,2,1,0,0,0.5,0,1345.1,mxd,30,0,391,1,1,0,0,0
Chasing Rainbow Tales,,https://www.kickstarter.com/projects/1953676836/chasing-rainbow-tales?ref=ending_soon,Publishing,Children's Books,"Portland, OR",Oregon,Portland,North America,usd,Chasing Rainbow Tales,10,2,1,0,0,0.5,1153,8000,usd,29.95833333,0,696,1,0,3,0,0
Nocturnal : a Vampire Hunting card game (Canceled),,https://www.kickstarter.com/projects/195441897/nocturnal-a-vampire-hunting-card-game?ref=ending_soon,Games,Tabletop Games,"Portland, OR",Oregon,Portland,North America,usd,Cole Munro-Chitty,33,185,1,0,0,0.5,376,10000,usd,35.67997685,0,1485,0,6,34,0,0
When solidarity becomes a crime,,https://www.kickstarter.com/projects/1954552401/when-solidarity-becomes-a-crime?ref=ending_soon,Journalism,Video,"Ventimiglia, Italy",Italy,Ventimiglia,Europe,eur,DelincuentesdeSolidaridad,0,2,1,1,0,0.5,572,1061.22,eur,30,0,391,1,0,0,0,1
The Art of Blood,,https://www.kickstarter.com/projects/1955052949/the-art-of-blood?ref=ending_soon,Art,Conceptual Art,"Scottsdale, AZ",Arizona,Scottsdale,North America,usd,Daniel DiAmario,0,2,1,0,0,0.5,16,1.00E+05,usd,30,0,179,1,0,0,0,0
BED WITH B,,https://www.kickstarter.com/projects/1955329885/get-in-bed-with-b?ref=ending_soon,Fashion,Apparel,"Salt Lake City, UT",Utah,Salt Lake City,North America,usd,Brittney & Bailie,1,67,1,0,0,0.5,1963,50000,usd,31,1,1518,1,0,27,0,0
Reposter’ÛÎ_a gourmet y de lujo cerca de ti,,https://www.kickstarter.com/projects/1955867226/reposteria-gourmet-y-de-lujo-cerca-de-ti?ref=ending_soon,Food,Spaces,"Mexico City, Mexico",Mexico,Mexico City,North America,mxd,Venado Aristy,2,2,1,0,0,0.5,551,2959.22,mxd,13,0,358,0,0,16,0,0
Smart TV Stand - your way to comfort,,https://www.kickstarter.com/projects/195604604/smart-tv-stand-your-way-to-comfort?ref=ending_soon,Technology,Gadgets,"New York, NY",New York,New York,North America,usd,Robosander Corp.,0,2,1,0,0,0.5,0,20000,usd,29.95833333,0,527,0,0,13,0,0
Clark Park: A Detroit Story,,https://www.kickstarter.com/projects/1956736810/clark-park-a-detroit-story?ref=ending_soon,Film & Video,Documentary,"Detroit, MI",Michigan,Detroit,North America,usd,Troy Anderson,3,2,1,1,0,0.5,875,7500,usd,29.95833333,0,419,1,0,0,0,1
The Cute The Creepy And The Clueless: The Game,,https://www.kickstarter.com/projects/1957259213/the-cute-the-creepy-and-the-clueless-the-game?ref=ending_soon,Games,Tabletop Games,"Sunrise, FL",Florida,Sunrise,North America,usd,David Kolb,1,2,1,0,0,0.5,0,80000,usd,30,0,59,1,0,14,0,0
Lula Mobile Tripod System,,https://www.kickstarter.com/projects/1957562487/lula-mobile-tripod-system?ref=ending_soon,Design,Product Design,"Los Angeles, CA",California,Los Angeles,North America,usd,Shayne Poindexter,0,2,1,0,0,0.5,0,3.00E+05,usd,39.95833333,0,318,1,0,8,0,0
Maluna Premium Coolers,,https://www.kickstarter.com/projects/1959420163/maluna-premium-coolers-that-ice-the-competition-by?ref=ending_soon,Design,Product Design,"La Crescent, MN",Minnesota,La Crescent,North America,usd,Scott Hoyt,2,144,1,1,0,0.5,629,150000,usd,30.72725694,0,1126,0,0,20,1,1
The Conversation Wheel: A Story Focused Gaming Podcast,,https://www.kickstarter.com/projects/196119547/the-conversation-wheel-a-story-focused-gaming-podc?ref=ending_soon,Publishing,Radio & Podcasts,"Bellingham, WA",Washington,Bellingham,North America,usd,Kyle Walker,0,2,1,0,0,0.5,0,200,usd,30,0,1807,1,0,2,0,0
Live Performance by Seth Maynard,,https://www.kickstarter.com/projects/196380507/live-performance-by-seth-maynard?ref=ending_soon,Music,Jazz,"Cumberland, MD",Maryland,Cumberland,North America,usd,David Bruffy,0,2,1,0,0,0.5,718,325,usd,26.01865741,0,211,0,0,0,0,0
Warrior Class Rare,,https://www.kickstarter.com/projects/1964304680/warrior-class-rare?ref=ending_soon,Fashion,Apparel,"Seattle, WA",Washington,Seattle,North America,usd,Keanna,0,2,1,0,0,0.5,0,5000,usd,30,0,463,0,0,0,0,0
Cotton Blossom Skin Care,,https://www.kickstarter.com/projects/1964391245/cotton-blossom-skin-care?ref=ending_soon,Crafts,Crafts,"Toronto, Canada",Canada,Toronto,North America,cad,Amanda Cotton,0,2,1,0,0,0.5,316,7511,cad,29.95833333,0,952,0,0,0,0,0
Easy Measure - Spice & dry goods measuring made easy!,,https://www.kickstarter.com/projects/196651842/easy-measure-spice-and-other-dry-goods-measuring-m?ref=ending_soon,Food,Food,"Carlsbad, NM",New Mexico,Carlsbad,North America,usd,Justin Burkhardt,0,2,1,0,0,0.5,604,10000,usd,44.95833333,0,281,1,0,0,0,0
Classic Game Covers by Mike Winterbauer,,https://www.kickstarter.com/projects/1966689778/classic-game-covers-by-mike-winterbauer?ref=ending_soon,Publishing,Art Books,"Snoqualmie, WA",Washington,Snoqualmie,North America,usd,Mike Winterbauer,4,85,2,1,0,0,0,4800,usd,30,0,3091,0,0,50,0,1
Get Smart with Glyffix,,https://www.kickstarter.com/projects/1967857464/get-smart-with-glyffix?ref=ending_soon,Technology,Apps,"Halifax, Canada",Canada,Halifax,North America,cad,A.J. Funn (Dale Vandenborre),0,2,1,0,0,0.5,0,57834.7,cad,29.95833333,0,357,1,0,0,0,0
U.F.O Unidentified Federal Organisation concept album,,https://www.kickstarter.com/projects/1967891172/ufo-unidentified-federal-organisation-concept-albu?ref=ending_soon,Music,Music,"Glasgow, UK",United Kingdom,Glasgow,Europe,gbp,Jim Duncan,0,2,1,0,0,0.5,749,12506,gbp,59.19200231,0,846,1,0,0,0,0
Z for ZOMBIE - A Christmas Carol,,https://www.kickstarter.com/projects/1968500147/z-for-zombie-a-christmas-carol?ref=ending_soon,Comics,Graphic Novels,"Oslo, Norway",Norway,Oslo,Europe,nok,Andreas,0,10,1,1,0,0.5,630,14865.86,nok,22,0,358,0,0,20,0,1
Prospecting for Ghosts,,https://www.kickstarter.com/projects/1968747481/prospecting-for-ghosts?ref=ending_soon,Film & Video,Television,"Las Vegas, NV",Nevada,Las Vegas,North America,usd,Beverly Moore,1,2,1,0,0,0.5,0,2500,usd,29.95833333,0,489,1,0,3,0,0
MEDEA | A New Vision,,https://www.kickstarter.com/projects/1969039093/medea-a-new-vision?ref=ending_soon,Theater,Plays,"Minneapolis, MN",Minnesota,Minneapolis,North America,usd,NEW EPIC THEATER,1,2,2,2,0,1,0,10000,usd,30.56740741,0,764,1,0,0,0,1
High quality dance for children with special needs!!!,,https://www.kickstarter.com/projects/196907779/high-quality-dance-for-children-with-special-needs?ref=ending_soon,Dance,Spaces,"Montreal, Canada",Canada,Montreal,North America,cad,Sandra,0,2,1,0,0,0.5,1321,11266.5,cad,29.95833333,0,308,1,0,0,0,0
Trump Tweets! Card Game,,https://www.kickstarter.com/projects/1970881590/trump-tweets-card-game?ref=ending_soon,Games,Playing Cards,"Southaven, MS",Mississippi,Southaven,North America,usd,TrumpTweetsCardGame,0,2,1,0,0,0.5,0,7500,usd,29.95833333,0,272,0,0,3,0,0
Giddy-Up Coffeehouse,,https://www.kickstarter.com/projects/1971709880/giddy-up-coffeehouse?ref=ending_soon,Food,Drinks,"Chocowinity, NC",North Carolina,Chocowinity,North America,usd,Trey and Loralyn Moore,0,2,1,0,0,0.5,4811,10000,usd,29.95833333,0,274,0,0,0,0,0
Brawler - Issues 1 and 2,,https://www.kickstarter.com/projects/1971971370/brawler-issues-1-and-2?ref=ending_soon,Comics,Comic Books,"Seattle, WA",Washington,Seattle,North America,usd,Chad 'Blacky' Shepherd,21,212,2,2,0,1,0,2500,usd,29.95833333,0,332,1,0,8,0,1
BOLID'STER Motorcycle jeans made in France,,https://www.kickstarter.com/projects/1972533282/bolidster-motorcycle-jeans-made-in-france?ref=ending_soon,Technology,Wearables,"Bidart, France",France,Bidart,Europe,eur,Pierre-Henry Servajean,1,132,2,2,0,1,245,15918.3,eur,29.95833333,0,2700,0,0,32,1,1
St. Meinrad ROCKS Fest - Family Friendly Music Fest,,https://www.kickstarter.com/projects/1974257676/st-meinrad-rocks-fest-family-friendly-music-fest?ref=ending_soon,Music,Music,"St. Meinrad, IN",Indiana,St. Meinrad,North America,usd,Carol (Ubelhor) Troesch,0,67,2,0,0,0,2126,2000,usd,30,0,400,0,0,0,0,0
BREAKING THE LIGHT’¢_—_Î¢,,https://www.kickstarter.com/projects/1974401005/breaking-the-lighttm?ref=ending_soon,Photography,Fine Art,"Santa Fe, NM",New Mexico,Santa Fe,North America,usd,Harvey Lloyd,0,2,1,0,0,0.5,632,50000,usd,30,0,745,0,0,11,0,0
The Pride Pack Games!,,https://www.kickstarter.com/projects/1975555982/the-pride-pack-games?ref=ending_soon,Film & Video,Television,"Hempstead, NY",New York,Hempstead,North America,usd,Katie Coyle,0,2,1,1,0,0.5,875,200,usd,37.02895833,0,220,0,0,0,0,1
WARPED a sci-fi/thriller for the Louisiana Film Prize 2017,,https://www.kickstarter.com/projects/1976155805/warped-a-sci-fi-thriller-short-for-the-la-film-pri?ref=ending_soon,Film & Video,Science Fiction,"Shreveport, LA",Louisiana,Shreveport,North America,usd,Phillip Jordan Brooks,0,2,1,0,0,0.5,1338,35000,usd,29.22907407,0,1113,1,0,13,0,0
Business Development Game For Children (Canceled),,https://www.kickstarter.com/projects/1977420958/business-development-game-for-children?ref=ending_soon,Publishing,Children's Books,"Tampa, FL",Florida,Tampa,North America,usd,Dr. Victoria Brown,0,2,1,0,0,0.5,0,10000,usd,7,0,639,0,0,5,0,0
my first illustrated book,,https://www.kickstarter.com/projects/1977731540/my-first-illustrated-book?ref=ending_soon,Publishing,Publishing,"Montpellier, France",France,Montpellier,Europe,eur,sam de moltes,0,2,1,0,0,0.5,0,5306.1,eur,30,0,408,0,0,15,0,0
Le Carr’ÛÎ©-Commuter Backpack,,https://www.kickstarter.com/projects/197861279/le-carre-commuter-backpack?ref=ending_soon,Fashion,Accessories,"Paris, France",France,Paris,Europe,eur,NEWPHARAOH,7,67,2,2,0,1,0,1061.22,eur,8.436296296,0,815,1,0,12,0,1
Cultural Collective,,https://www.kickstarter.com/projects/1978712337/cultural-collective?ref=ending_soon,Dance,Spaces,"Madison, WI",Wisconsin,Madison,North America,usd,Ja'Mel Ware,0,67,2,0,0,0,1739,5000,usd,44.95833333,0,466,1,0,0,0,0
HighTymes Co. Productions,,https://www.kickstarter.com/projects/1978965866/hightymes-co-productions?ref=ending_soon,Film & Video,Film & Video,"Seattle, WA",Washington,Seattle,North America,usd,Alex Good,0,67,2,0,0,0,0,5000,usd,59.95833333,0,772,0,0,0,0,0
Wallet Bed - iPhone & iPad new Leather covers,,https://www.kickstarter.com/projects/1979137932/wallet-bed?ref=ending_soon,Fashion,Accessories,"Manhattan, NY",New York,Manhattan,North America,usd,Andrey Koloskov,0,2,1,1,0,0.5,0,2000,usd,29.95833333,0,482,1,0,7,0,1
DAWSON HOLLOW - Debut Album,,https://www.kickstarter.com/projects/1981246582/dawson-hollow-0?ref=ending_soon,Music,Indie Rock,"Lebanon, MO",Missouri,Lebanon,North America,usd,Dawson Hollow,0,2,1,1,0,0.5,2465,40000,usd,30,0,422,1,0,7,0,1
7UD (Seven Up/Down),,https://www.kickstarter.com/projects/1981306727/7ud-seven-up-down?ref=ending_soon,Games,Playing Cards,"Salt Lake City, UT",Utah,Salt Lake City,North America,usd,scott,0,1,1,0,0,0.5,34,5000,usd,59.95833333,0,819,1,0,0,0,0
Pizzeria Boss -- Be the Boss!,,https://www.kickstarter.com/projects/1981829556/pizzeria-boss-be-the-boss?ref=ending_soon,Games,Tabletop Games,"Cincinnati, OH",Ohio,Cincinnati,North America,usd,Brian Combs,43,127,1,0,0,0.5,473,10000,usd,29.95833333,0,991,1,0,10,0,0
"Glowbs - The LED Smart Sphere - For Juggling, Poi & Contact",,https://www.kickstarter.com/projects/1982892203/glowbs-the-led-smart-sphere-for-juggling-poi-and-c?ref=ending_soon,Technology,Gadgets,"Jersey City, NJ",New Jersey,Jersey City,North America,usd,Eric Manganaro,0,2,1,0,0,0.5,4999,22000,usd,30,0,217,0,0,23,1,0
Lisa Goes to India,,https://www.kickstarter.com/projects/1982899992/lisa-goes-to-india?ref=ending_soon,Publishing,Children's Books,"Annandale, NJ",New Jersey,Annandale,North America,usd,Patrick Adams,4,67,2,0,0,0,416,4000,usd,29.95833333,0,296,0,0,0,0,0
Follow The Wave,,https://www.kickstarter.com/projects/1983201915/follow-the-wave?ref=ending_soon,Comics,Graphic Novels,"Omaha, NE",Nebraska,Omaha,North America,usd,Don Pankievicz,81,145,6,4,0,0.8,744,3500,usd,29.95833333,0,481,1,0,15,0,0
Help for Pottery Studio,,https://www.kickstarter.com/projects/1983960356/help-for-pottery-studio?ref=ending_soon,Crafts,Pottery,"Vancouver, Canada",Canada,Vancouver,North America,cad,Maria Palotas,0,2,1,0,0,0.5,0,22533,cad,39.95833333,0,70,0,0,0,0,0
Tiggy and Tim,,https://www.kickstarter.com/projects/1984590817/tiggy-and-tim?ref=ending_soon,Art,Art,"Leeds, UK",United Kingdom,Leeds,Europe,gbp,Tim & Lisa Miller,0,2,1,0,0,0.5,0,6253,gbp,30,0,464,1,0,4,0,0
Bingo Love,,https://www.kickstarter.com/projects/1984974672/bingo-love?ref=ending_soon,Comics,Graphic Novels,"Hackensack, NJ",New Jersey,Hackensack,North America,usd,Inclusive Press,11,127,1,1,0,0.5,180,19999,usd,33.04145833,0,2729,1,0,31,0,1
"Edgemere Farm in Rockaway Beach, Needs Your Help!",,https://www.kickstarter.com/projects/1985209985/edgemere-farm-in-rockaway-beach-needs-your-help?ref=ending_soon,Food,Farmer's Markets,"Rockaway Beach, Queens, NY",New York,Queens,North America,usd,Edgemere Farm,0,2,1,1,0,0.5,1312,6000,usd,29.95833333,0,808,1,0,7,0,1
"Yeti Mountain - The Three-Dimensional, Adventure Board Game",,https://www.kickstarter.com/projects/1986096945/yeti-mountain-the-three-dimensional-adventure-boar?ref=ending_soon,Games,Tabletop Games,"Sammamish, WA",Washington,Sammamish,North America,usd,Elementary Industries,0,108,1,0,0,0.5,213,28500,usd,31,0,583,1,0,11,0,0
"Audeara: headphones that deliver perfect sound, always.",,https://www.kickstarter.com/projects/1986358006/audeara-headphones-that-deliver-perfect-sound-alwa?ref=ending_soon,Technology,Sound,"Brisbane, AU",Australia,Brisbane,Oceania,aud,Dr. James Fielding,0,94,1,1,0,0.5,862,75750,aud,44.95833333,0,1039,1,1,30,1,1
Subcoscious Horror - A Survival Horror Album,,https://www.kickstarter.com/projects/1986560218/matacorpse-subcoscious-horror?ref=ending_soon,Music,Music,"Malaga, Spain",Spain,Malaga,Europe,eur,Matacorpse projects,0,2,1,0,0,0.5,0,424.49,eur,7,0,278,1,0,3,0,0
"High-end Fashion Basics Made From Vegan, Organic Fabrics",,https://www.kickstarter.com/projects/1987381183/high-end-fashion-basics-made-from-vegan-organic-fa?ref=ending_soon,Fashion,Apparel,"Harrogate, UK",United Kingdom,Harrogate,Europe,gbp,Harriet Cameron,0,2,1,0,0,0.5,0,2563.73,gbp,30,0,548,0,0,0,0,0
Allpine PuriLamp - a healthy all natural sleep improver,,https://www.kickstarter.com/projects/1988265443/purilamp-the-healthy-sleep-improver?ref=ending_soon,Design,Product Design,"Dellach im Drautal, Austria",Austria,Dellach im Drautal,Europe,eur,Vincent de Bois,0,168,2,1,0,0,0,2653.05,eur,30,0,438,1,0,5,1,1
AEVHA London Luxury Handbags,,https://www.kickstarter.com/projects/1989140942/aevha-london-luxury-handbags-0?ref=ending_soon,Fashion,Accessories,"London, UK",United Kingdom,London,Europe,gbp,AEVHA London,0,2,1,1,0,0.5,583,12506,gbp,30,0,349,1,0,4,0,1
5 Phases,,https://www.kickstarter.com/projects/1989749702/5-phases?ref=ending_soon,Games,Tabletop Games,"Madison, AL",Alabama,Madison,North America,usd,Will Neely,0,2,1,0,0,0.5,979,8000,usd,30,0,531,1,0,5,0,0
Bump - A Short Film,,https://www.kickstarter.com/projects/1989949136/bump-a-short-film?ref=ending_soon,Film & Video,Science Fiction,"Huntsville, AL",Alabama,Huntsville,North America,usd,Katherine Johnson,1,2,1,1,0,0.5,0,2000,usd,29.95833333,0,544,1,0,5,0,1
Movez: The Ultimate Social Event Platform,,https://www.kickstarter.com/projects/1991166132/movez-the-ultimate-social-event-platform?ref=ending_soon,Technology,Apps,"Atlanta, GA",Georgia,Atlanta,Europe,usd,Joshua Hollis,0,2,1,1,0,0.5,0,10000,usd,44.95833333,0,372,0,0,7,1,1
Illusion Trails - Fitness Adventure Game,,https://www.kickstarter.com/projects/199138095/illusion-trails-fitness-adventure-game?ref=ending_soon,Games,Mobile Games,"Orlando, FL",Florida,Orlando,North America,usd,John Bomhoff,1,185,3,0,0,0,128,12500,usd,30,0,1377,0,0,3,0,0
Genuine Fake,,https://www.kickstarter.com/projects/1993523289/genuine-fake?ref=ending_soon,Dance,Performances,"Chicago, IL",Illinois,Chicago,North America,usd,Joanna Furnans,11,2,1,1,0,0.5,0,10000,usd,25.0225463,0,736,1,0,2,0,1
Kingston BA Fashion - Internal show,,https://www.kickstarter.com/projects/1994044213/kingston-ba-fashion-internal-show?ref=ending_soon,Fashion,Fashion,"London, UK",United Kingdom,London,Europe,gbp,Kingston BA Fashion - Third Years,0,2,1,1,0,0.5,0,625.3,gbp,35,0,362,1,0,0,0,1
Domestic Order,,https://www.kickstarter.com/projects/1996450690/domestic-order?ref=ending_soon,Technology,Software,"Sandy, UT",Utah,Sandy,North America,usd,Dan Schmeidler,0,2,1,0,0,0.5,0,30000,usd,28.94585648,0,580,1,0,0,1,0
Phoenix Food Truck Rising Up for a Mission,,https://www.kickstarter.com/projects/1996994735/phoenix-food-truck-rising-up-for-a-mission?ref=ending_soon,Food,Food Trucks,"Phoenix, AZ",Arizona,Phoenix,North America,usd,Chef Michael Reyes,0,2,1,0,0,0.5,3840,28000,usd,29,0,270,1,0,0,0,0
Boosh & the Dip's RCR2 Project,,https://www.kickstarter.com/projects/1997766860/the-river-city-riot-project?ref=ending_soon,Music,Hip-Hop,"Edmonton, Canada",Canada,Edmonton,North America,cad,Boosh Topolski,1,2,1,1,0,0.5,965,2253.3,cad,25.53607639,0,1037,1,1,19,0,1
Flowerfish Games,,https://www.kickstarter.com/projects/1998065169/flowerfish-games?ref=ending_soon,Games,Video Games,"Cincinnati, OH",Ohio,Cincinnati,North America,usd,Andrew Fischer,0,2,1,0,0,0.5,507,2500,usd,59.95833333,0,101,0,0,0,0,0
Furniture Design,,https://www.kickstarter.com/projects/1998422293/furniture-design?ref=ending_soon,Design,Product Design,"Newbury, UK",United Kingdom,Newbury,Europe,gbp,Nick Doe,0,2,1,0,0,0.5,0,93795,gbp,29.95833333,0,219,0,0,0,0,0
Bog's Mushies: 28mm Mushroom Miniatures for Tabletop Games,,https://www.kickstarter.com/projects/1999348224/bogs-mushies-28mm-mushroom-miniatures-for-tabletop?ref=ending_soon,Games,Tabletop Games,"Minnetonka, MN",Minnesota,Minnetonka,North America,usd,Bog's Minis,0,185,1,1,0,0.5,0,2420,usd,27,0,1461,0,0,23,0,1
Dead Donkey Volume 1,,https://www.kickstarter.com/projects/2000768872/dead-donkey-volume-1?ref=ending_soon,Comics,Graphic Novels,"Chicago, IL",Illinois,Chicago,North America,usd,MIchael Kohler,0,2,1,1,0,0.5,0,500,usd,59.95833333,0,112,1,0,13,0,1
